scene,scalar,spearman_tp_purity,weighted_spearman,auroc_tp_supported,n_valid,frac_tp_supported
Zen,agreement,0.16733597756212154,-0.02151018923974414,0.5679163691834833,79984,0.1300885177035407
Zen,uncertainty,-0.14718559448228397,-0.1356670007276287,0.3807916216138361,79984,0.1300885177035407
Zen,cue_variance,0.2644617623540399,-0.012801317146755649,0.6900065575276759,79984,0.1300885177035407
Zen,pos_neg_ratio,-0.20650329229863018,-0.09947623648628239,0.4524982492528915,79984,0.1300885177035407
Zen,loo_min,0.025954332651903726,-0.044891821252698895,0.5015312972544513,79984,0.1300885177035407
Zen,loo_median,0.18786214501407342,-0.01809780962501767,0.5868365448187841,79984,0.1300885177035407
Zen,loo_max,0.35284789682078127,-0.001969278223819297,0.7105742569995991,79984,0.1300885177035407
Zen,n_agree,0.5305200928798834,0.02841139442969836,0.8658497013054397,79984,0.1300885177035407
Zen,n_conflict,0.3793586557031419,0.015300323908748668,0.6632173569688872,79984,0.1300885177035407
Zen,n_loo_valid,0.5410663256420841,0.0267764256117416,0.8783049871459018,79984,0.1300885177035407
Zen,observability,-0.0737739694178973,-0.07717534857462816,0.5055196628139698,79984,0.1300885177035407
Zen,g_raw,-0.06464562749191713,-0.07662550334252065,0.5027279402152158,79984,0.1300885177035407
Zen,eig_min,0.009160705048795906,-0.06798913353350323,0.5615025008753994,79984,0.1300885177035407
Zen,eig_max,-0.13546132797248975,-0.08507538604244073,0.44730036035565285,79984,0.1300885177035407
Zen,condition,-0.231023153594465,-0.10924686946300166,0.35392110961802337,79984,0.1300885177035407
Zen,n_dir_obs,0.5519716417757375,0.019783777829580775,0.8942873608231242,79984,0.1300885177035407
Zen,c_raw,-0.14642097872683404,-0.09688893657550421,0.4719015018719815,79984,0.1300885177035407
Zen,confidence,0.30621623681800697,-0.009655874252119537,0.7311905248162425,79984,0.1300885177035407
Zen,verification,-0.4365032859071914,-0.16407956914765867,0.24117274858383364,79984,0.1300885177035407
