scene,method,seed,combo,greedy_order,miou_replay,f1_replay,first_frame_id,frame0_selected,frame0_global_rank,selection_seconds,replay_seconds,gctx_hash,gctx_build_seconds,manifest_path
Porch,kf_g_dir,0,0-4-6-12-22,6-0-22-4-12,0.471374,0.630881,6,True,0.7916666666666666,39.2,73.5,d16746bae4774cf6,33.2,outputs/change_nbv/keyframe/Porch/kf_g_dir/ts0_20260720_143638/selection_manifest.json
Porch,kf_l_dir_gseed,0,1-2-6-7-17,6-2-1-7-17,0.573479,0.707993,6,False,0.7916666666666666,39.8,70.0,d16746bae4774cf6,33.2,outputs/change_nbv/keyframe/Porch/kf_l_dir_gseed/ts0_20260720_143649/selection_manifest.json
Porch,kf_gu_dir,0,0-3-6-12-24,6-0-3-24-12,0.470938,0.629682,6,True,0.7916666666666666,44.8,60.3,d16746bae4774cf6,33.2,outputs/change_nbv/keyframe/Porch/kf_gu_dir/ts0_20260720_143656/selection_manifest.json
Cantina,uniform,2,4-9-14-19-24,4-9-14-19-24,0.466491,0.621960,4,False,,0,65.6,,,
Porch,uniform,0,2-7-12-17-22,2-7-12-17-22,0.484938,0.634714,2,False,,0,41.4,,,
Porch,uniform,1,0-5-10-15-20,0-5-10-15-20,0.491663,0.650095,0,True,,0,36.5,,,
Porch,uniform,0,3-8-13-18-23,3-8-13-18-23,0.506870,0.652988,3,False,,0,36.4,,,
Porch,kf_gl_dir,0,0-6-7-16-20,6-0-20-7-16,0.439182,0.598419,6,True,0.7916666666666666,53.7,36.7,d16746bae4774cf6,33.2,outputs/change_nbv/keyframe/Porch/kf_gl_dir/ts0_20260720_143817/selection_manifest.json
Porch,uniform,1,1-6-11-16-21,1-6-11-16-21,0.551699,0.686967,1,False,,0,35.7,,,
Porch,dopt_seq_dir,1,0-6-7-17-19,0-19-6-17-7,0.440964,0.599601,0,True,,33.6,38.6,,,
Porch,kf_glu_nodir,0,0-1-3-7-18,7-0-18-3-1,0.494965,0.652667,7,True,0.9583333333333334,48.8,38.3,d16746bae4774cf6,33.2,outputs/change_nbv/keyframe/Porch/kf_glu_nodir/ts0_20260720_143828/selection_manifest.json
Porch,kf_g_dir,1,0-4-6-12-22,6-22-0-4-12,0.466823,0.625603,6,True,0.75,37.8,36.5,b64f31af37229ac8,31.8,outputs/change_nbv/keyframe/Porch/kf_g_dir/ts1_20260720_143841/selection_manifest.json
Porch,kf_glu_dir,0,0-2-6-18-22,6-0-2-22-18,0.476596,0.632880,6,True,0.7916666666666666,56.7,36.9,d16746bae4774cf6,33.2,outputs/change_nbv/keyframe/Porch/kf_glu_dir/ts0_20260720_143828/selection_manifest.json
Porch,kf_l_dir_gseed,1,6-7-8-16-22,6-16-22-7-8,0.429826,0.585605,6,False,0.75,38.4,38.6,b64f31af37229ac8,31.8,outputs/change_nbv/keyframe/Porch/kf_l_dir_gseed/ts1_20260720_143841/selection_manifest.json
Porch,uniform,0,4-9-14-19-24,4-9-14-19-24,0.620874,0.758520,4,False,,0,37.2,,,
Porch,uniform,1,2-7-12-17-22,2-7-12-17-22,0.483707,0.633786,2,False,,0,36.5,,,
Porch,uniform,2,0-5-10-15-20,0-5-10-15-20,0.495415,0.654817,0,True,,0,34.3,,,
Porch,uniform,1,3-8-13-18-23,3-8-13-18-23,0.495034,0.641909,3,False,,0,36.0,,,
Porch,kf_gu_dir,1,0-3-6-12-22,6-0-3-22-12,0.471263,0.630286,6,True,0.75,47.0,34.8,b64f31af37229ac8,31.8,outputs/change_nbv/keyframe/Porch/kf_gu_dir/ts1_20260720_143943/selection_manifest.json
Porch,uniform,2,1-6-11-16-21,1-6-11-16-21,0.556230,0.692670,1,False,,0,35.9,,,
Porch,dopt_seq_dir,2,0-6-7-17-19,0-19-6-17-7,0.450006,0.608960,0,True,,33.8,36.0,,,
Porch,kf_gl_dir,1,0-6-7-12-20,6-0-20-7-12,0.416455,0.572300,6,True,0.75,47.1,36.9,b64f31af37229ac8,31.8,outputs/change_nbv/keyframe/Porch/kf_gl_dir/ts1_20260720_143952/selection_manifest.json
Porch,kf_glu_nodir,1,0-3-7-13-18,7-0-13-18-3,0.357827,0.517439,7,True,0.9583333333333334,45.8,36.6,b64f31af37229ac8,31.8,outputs/change_nbv/keyframe/Porch/kf_glu_nodir/ts1_20260720_143956/selection_manifest.json
Porch,kf_glu_dir,1,0-2-6-18-22,6-0-2-22-18,0.473905,0.630226,6,True,0.75,51.8,37.1,b64f31af37229ac8,31.8,outputs/change_nbv/keyframe/Porch/kf_glu_dir/ts1_20260720_143953/selection_manifest.json
Porch,kf_g_dir,2,0-4-6-12-22,6-0-22-4-12,0.475762,0.635162,6,True,0.7916666666666666,37.9,36.9,634f476292411263,33.8,outputs/change_nbv/keyframe/Porch/kf_g_dir/ts2_20260720_144009/selection_manifest.json
Porch,uniform,1,4-9-14-19-24,4-9-14-19-24,0.618226,0.756606,4,False,,0,36.7,,,
Porch,uniform,2,2-7-12-17-22,2-7-12-17-22,0.485691,0.635625,2,False,,0,36.8,,,
Meeting_room,uniform,0,0-5-10-15-20,0-5-10-15-20,0.486325,0.647752,0,True,,0,33.0,,,
Porch,kf_l_dir_gseed,2,1-2-6-7-17,6-2-1-7-17,0.573237,0.707674,6,False,0.7916666666666666,40.2,34.5,634f476292411263,33.8,outputs/change_nbv/keyframe/Porch/kf_l_dir_gseed/ts2_20260720_144103/selection_manifest.json
Porch,uniform,2,3-8-13-18-23,3-8-13-18-23,0.504879,0.650783,3,False,,0,35.2,,,
Porch,kf_gu_dir,2,0-3-6-12-24,6-0-3-24-12,0.473906,0.632874,6,True,0.7916666666666666,45.1,35.9,634f476292411263,33.8,outputs/change_nbv/keyframe/Porch/kf_gu_dir/ts2_20260720_144109/selection_manifest.json
Meeting_room,uniform,0,1-6-11-16-21,1-6-11-16-21,0.464626,0.628865,1,False,,0,34.2,,,
Meeting_room,dopt_seq_dir,0,0-3-5-13-16,0-5-13-3-16,0.449992,0.612045,0,True,,30.0,34.1,,,
Porch,kf_gl_dir,2,0-6-7-12-20,6-0-20-7-12,0.431533,0.589069,6,True,0.7916666666666666,46.1,37.8,634f476292411263,33.8,outputs/change_nbv/keyframe/Porch/kf_gl_dir/ts2_20260720_144115/selection_manifest.json
Porch,kf_glu_nodir,2,0-3-7-12-18,7-0-18-3-12,0.433773,0.595436,7,True,0.9583333333333334,46.2,36.1,634f476292411263,33.8,outputs/change_nbv/keyframe/Porch/kf_glu_nodir/ts2_20260720_144122/selection_manifest.json
Porch,kf_glu_dir,2,0-2-6-18-22,6-0-2-22-18,0.486978,0.642144,6,True,0.7916666666666666,51.6,36.6,634f476292411263,33.8,outputs/change_nbv/keyframe/Porch/kf_glu_dir/ts2_20260720_144118/selection_manifest.json
Porch,uniform,2,4-9-14-19-24,4-9-14-19-24,0.621020,0.758531,4,False,,0,36.0,,,
Meeting_room,uniform,0,2-7-12-17-22,2-7-12-17-22,0.538239,0.695970,2,False,,0,34.0,,,
Meeting_room,kf_g_dir,0,0-2-9-21-23,21-9-0-23-2,0.533910,0.693654,21,True,0.75,35.2,32.9,9633c09af72f85c9,29.6,outputs/change_nbv/keyframe/Meeting_room/kf_g_dir/ts0_20260720_144216/selection_manifest.json
Meeting_room,uniform,1,0-5-10-15-20,0-5-10-15-20,0.482363,0.643643,0,True,,0,33.6,,,
Meeting_room,kf_l_dir_gseed,0,3-7-13-16-21,21-3-7-16-13,0.512912,0.671904,21,False,0.75,34.7,33.8,9633c09af72f85c9,29.6,outputs/change_nbv/keyframe/Meeting_room/kf_l_dir_gseed/ts0_20260720_144228/selection_manifest.json
Meeting_room,uniform,0,3-8-13-18-23,3-8-13-18-23,0.525787,0.683738,3,False,,0,33.7,,,
Meeting_room,kf_gu_dir,0,0-1-9-16-21,21-1-9-16-0,0.496435,0.658643,21,True,0.75,37.7,34.8,9633c09af72f85c9,29.6,outputs/change_nbv/keyframe/Meeting_room/kf_gu_dir/ts0_20260720_144234/selection_manifest.json
Meeting_room,kf_gl_dir,0,0-7-12-21-24,21-7-0-12-24,0.535000,0.693778,21,True,0.75,38.5,33.6,9633c09af72f85c9,29.6,outputs/change_nbv/keyframe/Meeting_room/kf_gl_dir/ts0_20260720_144236/selection_manifest.json
Meeting_room,kf_glu_nodir,0,2-3-5-16-21,21-2-16-3-5,0.445301,0.608210,21,False,0.7916666666666666,41.5,35.0,9633c09af72f85c9,29.6,outputs/change_nbv/keyframe/Meeting_room/kf_glu_nodir/ts0_20260720_144244/selection_manifest.json
Meeting_room,kf_glu_dir,0,1-7-16-21-24,21-1-7-24-16,0.495154,0.657352,21,False,0.75,45.7,35.0,9633c09af72f85c9,29.6,outputs/change_nbv/keyframe/Meeting_room/kf_glu_dir/ts0_20260720_144243/selection_manifest.json
Meeting_room,uniform,1,1-6-11-16-21,1-6-11-16-21,0.457623,0.621964,1,False,,0,36.4,,,
Meeting_room,uniform,0,4-9-14-19-24,4-9-14-19-24,0.524548,0.681881,4,False,,0,34.8,,,
Meeting_room,dopt_seq_dir,1,0-3-5-13-16,0-5-13-3-16,0.449699,0.611534,0,True,,31.3,34.9,,,
Meeting_room,uniform,1,2-7-12-17-22,2-7-12-17-22,0.536200,0.694137,2,False,,0,34.0,,,
Meeting_room,kf_g_dir,1,0-2-9-21-23,21-9-0-23-2,0.533330,0.693065,21,True,0.75,33.9,33.1,f8f8dddb0fd88760,28.7,outputs/change_nbv/keyframe/Meeting_room/kf_g_dir/ts1_20260720_144336/selection_manifest.json
Meeting_room,kf_l_dir_gseed,1,3-7-13-16-21,21-3-7-16-13,0.506389,0.666075,21,False,0.75,34.8,34.0,f8f8dddb0fd88760,28.7,outputs/change_nbv/keyframe/Meeting_room/kf_l_dir_gseed/ts1_20260720_144348/selection_manifest.json
Meeting_room,kf_gu_dir,1,1-9-16-21-24,21-1-9-16-24,0.502870,0.664093,21,False,0.75,39.9,33.9,f8f8dddb0fd88760,28.7,outputs/change_nbv/keyframe/Meeting_room/kf_gu_dir/ts1_20260720_144350/selection_manifest.json
Meeting_room,uniform,2,0-5-10-15-20,0-5-10-15-20,0.473421,0.634807,0,True,,0,34.4,,,
Meeting_room,uniform,1,3-8-13-18-23,3-8-13-18-23,0.522824,0.681151,3,False,,0,33.7,,,
Meeting_room,kf_gl_dir,1,0-7-12-21-24,21-0-7-12-24,0.535405,0.694160,21,True,0.75,40.1,34.3,f8f8dddb0fd88760,28.7,outputs/change_nbv/keyframe/Meeting_room/kf_gl_dir/ts1_20260720_144401/selection_manifest.json
Meeting_room,kf_glu_dir,1,0-2-9-21-24,21-2-9-0-24,0.528585,0.688938,21,True,0.75,44.9,34.6,f8f8dddb0fd88760,28.7,outputs/change_nbv/keyframe/Meeting_room/kf_glu_dir/ts1_20260720_144402/selection_manifest.json
Meeting_room,kf_glu_nodir,1,0-2-3-5-16,16-2-3-0-5,0.395535,0.555066,16,True,0.9166666666666666,39.8,35.0,f8f8dddb0fd88760,28.7,outputs/change_nbv/keyframe/Meeting_room/kf_glu_nodir/ts1_20260720_144410/selection_manifest.json
Meeting_room,uniform,2,1-6-11-16-21,1-6-11-16-21,0.462105,0.626510,1,False,,0,34.4,,,
Meeting_room,uniform,1,4-9-14-19-24,4-9-14-19-24,0.524879,0.682319,4,False,,0,33.7,,,
Meeting_room,dopt_seq_dir,2,0-3-5-13-16,0-5-13-3-16,0.453072,0.615195,0,True,,31.1,33.7,,,
Meeting_room,kf_g_dir,2,0-2-9-21-23,21-9-0-23-2,0.531483,0.691597,21,True,0.75,34.8,34.1,a5c65a850d05fef3,43.5,outputs/change_nbv/keyframe/Meeting_room/kf_g_dir/ts2_20260720_144457/selection_manifest.json
Meeting_room,uniform,2,2-7-12-17-22,2-7-12-17-22,0.535812,0.693794,2,False,,0,35.2,,,
Meeting_room,kf_l_dir_gseed,2,3-7-13-16-21,21-3-7-16-13,0.513861,0.672711,21,False,0.75,34.7,36.0,a5c65a850d05fef3,43.5,outputs/change_nbv/keyframe/Meeting_room/kf_l_dir_gseed/ts2_20260720_144503/selection_manifest.json
Zen,uniform,0,0-5-10-15-20,0-5-10-15-20,0.547508,0.702199,0,True,,0,38.0,,,
Meeting_room,kf_gu_dir,2,0-1-9-16-21,21-1-9-16-0,0.482454,0.646018,21,True,0.75,39.9,33.8,a5c65a850d05fef3,43.5,outputs/change_nbv/keyframe/Meeting_room/kf_gu_dir/ts2_20260720_144516/selection_manifest.json
Meeting_room,kf_gl_dir,2,0-7-12-21-24,21-7-0-12-24,0.534127,0.693064,21,True,0.75,40.1,35.1,a5c65a850d05fef3,43.5,outputs/change_nbv/keyframe/Meeting_room/kf_gl_dir/ts2_20260720_144522/selection_manifest.json
Meeting_room,uniform,2,3-8-13-18-23,3-8-13-18-23,0.525908,0.683814,3,False,,0,37.0,,,
Meeting_room,kf_glu_dir,2,0-1-9-16-21,21-1-9-0-16,0.482302,0.645874,21,True,0.75,46.0,37.9,a5c65a850d05fef3,43.5,outputs/change_nbv/keyframe/Meeting_room/kf_glu_dir/ts2_20260720_144526/selection_manifest.json
Meeting_room,kf_glu_nodir,2,2-3-4-5-16,16-3-2-5-4,0.375506,0.531664,16,False,0.875,43.2,34.3,a5c65a850d05fef3,43.5,outputs/change_nbv/keyframe/Meeting_room/kf_glu_nodir/ts2_20260720_144545/selection_manifest.json
Zen,uniform,0,1-6-11-16-21,1-6-11-16-21,0.429934,0.596960,1,False,,0,39.0,,,
Zen,dopt_seq_dir,0,0-7-11-18-21,0-18-7-11-21,0.514861,0.672522,0,True,,36.6,38.2,,,
Meeting_room,uniform,2,4-9-14-19-24,4-9-14-19-24,0.526694,0.683762,4,False,,0,33.8,,,
Zen,kf_g_dir,0,3-4-13-14-17,14-3-17-4-13,0.315343,0.460838,14,False,0.25,42.0,38.8,17a61a11d5c0b080,53.4,outputs/change_nbv/keyframe/Zen/kf_g_dir/ts0_20260720_144617/selection_manifest.json
Zen,uniform,0,2-7-12-17-22,2-7-12-17-22,0.485275,0.648113,2,False,,0,38.3,,,
Zen,kf_l_dir_gseed,0,8-9-14-18-21,14-8-9-18-21,0.477165,0.633129,14,False,0.25,43.4,37.6,17a61a11d5c0b080,53.4,outputs/change_nbv/keyframe/Zen/kf_l_dir_gseed/ts0_20260720_144635/selection_manifest.json
Zen,uniform,1,0-5-10-15-20,0-5-10-15-20,0.546641,0.701375,0,True,,0,37.5,,,
Zen,kf_gu_dir,0,3-4-13-14-17,14-4-17-13-3,0.315351,0.460847,14,False,0.25,49.1,37.8,17a61a11d5c0b080,53.4,outputs/change_nbv/keyframe/Zen/kf_gu_dir/ts0_20260720_144643/selection_manifest.json
Zen,kf_gl_dir,0,3-13-14-17-24,14-3-17-24-13,0.364292,0.514336,14,False,0.25,49.2,37.6,17a61a11d5c0b080,53.4,outputs/change_nbv/keyframe/Zen/kf_gl_dir/ts0_20260720_144655/selection_manifest.json
Zen,uniform,0,3-8-13-18-23,3-8-13-18-23,0.294934,0.425100,3,False,,0,37.7,,,
Zen,kf_glu_dir,0,3-13-14-17-24,14-3-17-13-24,0.364305,0.514349,14,False,0.25,56.4,39.1,17a61a11d5c0b080,53.4,outputs/change_nbv/keyframe/Zen/kf_glu_dir/ts0_20260720_144708/selection_manifest.json
Zen,uniform,1,1-6-11-16-21,1-6-11-16-21,0.431417,0.598424,1,False,,0,38.6,,,
Zen,kf_glu_nodir,0,3-4-6-7-8,4-3-7-6-8,0.283895,0.427215,4,False,0.20833333333333334,49.7,37.7,17a61a11d5c0b080,53.4,outputs/change_nbv/keyframe/Zen/kf_glu_nodir/ts0_20260720_144724/selection_manifest.json
Zen,dopt_seq_dir,1,0-7-11-18-21,0-18-7-11-21,0.517369,0.674692,0,True,,36.1,38.4,,,
Zen,uniform,0,4-9-14-19-24,4-9-14-19-24,0.343259,0.484905,4,False,,0,38.3,,,
Zen,kf_g_dir,1,3-4-13-14-17,14-3-17-4-13,0.315170,0.460066,14,False,0.25,42.0,39.6,d41363d9653a20fc,37.4,outputs/change_nbv/keyframe/Zen/kf_g_dir/ts1_20260720_144755/selection_manifest.json
Zen,uniform,1,2-7-12-17-22,2-7-12-17-22,0.480672,0.643515,2,False,,0,38.1,,,
Zen,kf_l_dir_gseed,1,8-9-14-18-21,14-8-9-18-21,0.473069,0.628644,14,False,0.25,43.8,38.4,d41363d9653a20fc,37.4,outputs/change_nbv/keyframe/Zen/kf_l_dir_gseed/ts1_20260720_144810/selection_manifest.json
Zen,uniform,2,0-5-10-15-20,0-5-10-15-20,0.546180,0.700777,0,True,,0,37.5,,,
Zen,kf_gu_dir,1,3-4-13-14-17,14-4-17-13-3,0.315198,0.460092,14,False,0.25,49.3,38.9,d41363d9653a20fc,37.4,outputs/change_nbv/keyframe/Zen/kf_gu_dir/ts1_20260720_144823/selection_manifest.json
Zen,uniform,1,3-8-13-18-23,3-8-13-18-23,0.291653,0.421267,3,False,,0,37.6,,,
Zen,kf_gl_dir,1,3-13-14-17-24,14-3-17-24-13,0.369714,0.520344,14,False,0.25,50.4,37.6,d41363d9653a20fc,37.4,outputs/change_nbv/keyframe/Zen/kf_gl_dir/ts1_20260720_144843/selection_manifest.json
Zen,uniform,2,1-6-11-16-21,1-6-11-16-21,0.423064,0.589535,1,False,,0,39.1,,,
Zen,kf_glu_nodir,1,3-4-6-7-8,4-3-7-6-8,0.283624,0.427106,4,False,0.16666666666666666,50.5,39.2,d41363d9653a20fc,37.4,outputs/change_nbv/keyframe/Zen/kf_glu_nodir/ts1_20260720_144854/selection_manifest.json
Zen,kf_glu_dir,1,3-13-14-17-24,14-3-17-13-24,0.369708,0.520338,14,False,0.25,56.6,39.2,d41363d9653a20fc,37.4,outputs/change_nbv/keyframe/Zen/kf_glu_dir/ts1_20260720_144852/selection_manifest.json
Zen,dopt_seq_dir,2,0-7-11-18-21,0-18-7-21-11,0.511789,0.668655,0,True,,36.7,38.5,,,
Zen,uniform,1,4-9-14-19-24,4-9-14-19-24,0.348083,0.490626,4,False,,0,38.6,,,
Zen,kf_g_dir,2,3-4-13-14-17,14-3-17-4-13,0.324336,0.470049,14,False,0.25,41.9,39.3,a24c10ba1ffe5cc4,34.4,outputs/change_nbv/keyframe/Zen/kf_g_dir/ts2_20260720_144931/selection_manifest.json
Zen,uniform,2,2-7-12-17-22,2-7-12-17-22,0.478405,0.640999,2,False,,0,38.6,,,
Zen,kf_l_dir_gseed,2,8-9-14-18-21,14-8-9-18-21,0.480693,0.636367,14,False,0.25,43.4,37.4,a24c10ba1ffe5cc4,34.4,outputs/change_nbv/keyframe/Zen/kf_l_dir_gseed/ts2_20260720_144950/selection_manifest.json
Playground,uniform,0,0-5-10-15-20,0-5-10-15-20,0.421551,0.580265,0,True,,0,36.4,,,
Zen,uniform,2,3-8-13-18-23,3-8-13-18-23,0.297355,0.426958,3,False,,0,36.9,,,
Zen,kf_gu_dir,2,3-4-13-14-17,14-4-17-13-3,0.324335,0.470051,14,False,0.25,49.3,38.6,a24c10ba1ffe5cc4,34.4,outputs/change_nbv/keyframe/Zen/kf_gu_dir/ts2_20260720_145012/selection_manifest.json
Zen,kf_gl_dir,2,3-13-14-17-24,14-3-17-24-13,0.357796,0.508389,14,False,0.25,50.6,38.9,a24c10ba1ffe5cc4,34.4,outputs/change_nbv/keyframe/Zen/kf_gl_dir/ts2_20260720_145024/selection_manifest.json
Playground,uniform,0,1-6-11-16-21,1-6-11-16-21,0.424347,0.582393,1,False,,0,38.4,,,
Zen,kf_glu_nodir,2,3-4-6-7-8,4-3-6-7-8,0.280312,0.423051,4,False,0.20833333333333334,49.4,39.0,a24c10ba1ffe5cc4,34.4,outputs/change_nbv/keyframe/Zen/kf_glu_nodir/ts2_20260720_145031/selection_manifest.json
Zen,kf_glu_dir,2,3-13-14-17-24,14-3-17-13-24,0.357802,0.508394,14,False,0.25,55.9,38.7,a24c10ba1ffe5cc4,34.4,outputs/change_nbv/keyframe/Zen/kf_glu_dir/ts2_20260720_145028/selection_manifest.json
Playground,dopt_seq_dir,0,0-1-3-5-23,0-3-23-1-5,0.415083,0.572515,0,True,,34.9,37.5,,,
Zen,uniform,2,4-9-14-19-24,4-9-14-19-24,0.341006,0.481601,4,False,,0,38.7,,,
Playground,kf_g_dir,0,3-8-11-18-23,11-23-8-18-3,0.335226,0.481486,11,False,0.041666666666666664,40.6,37.3,f4c7f24d1cfef28e,33.5,outputs/change_nbv/keyframe/Playground/kf_g_dir/ts0_20260720_145109/selection_manifest.json
Playground,uniform,0,2-7-12-17-22,2-7-12-17-22,0.346689,0.494350,2,False,,0,37.5,,,
Playground,uniform,1,0-5-10-15-20,0-5-10-15-20,0.422306,0.581262,0,True,,0,36.4,,,
